,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude
0,Whitefield,"6,000 - 25,000",11192.86,"12,000 - 25,000",17375,"30,000 - 49,000",39500,12.9698,77.75
1,Anekal City,6300,6300,10000,10000,-,-,12.7105,77.6911
2,Jigani,"5,800 - 10,500",7466.67,14000,14000,11000,11000,12.7791,77.6436
3,Yelahanka,"6,500 - 18,000",10500,"10,000 - 15,000",11500,18500,18500,13.1186,77.5975
4,Horamavu,"5,000 - 23,000",10415.63,"10,000 - 20,000",15535.71,"15,000 - 42,000",23700,13.0326,77.6583
5,Whitefield Hope Farm Junction,"14,800 - 21,000",15914.29,18000,18000,"55,000 - 2 L",127500,12.9838,77.7525
6,Electronic City Phase 1,"5,000 - 11,000",7570.14,5000,5000,"32,000 - 37,000",35000,12.8431,77.6565
7,Chandapura,4500,4500,"8,000 - 12,000",9666.67,7000,7000,12.8005,77.7139
8,Bellandur,13500,13500,"20,000 - 38,000",28884.62,30000,30000,12.9304,77.6784
9,Devanahalli,"13,000 - 40,000",26500,"12,000 - 22,000",16600,"45,000 - 60,000",49000,13.1508,77.7088
10,Electronic City Phase 2,"5,000 - 10,500",8296.88,16750,16750,"15,000 - 28,000",22730.77,12.8441,77.6794
11,KR Puram,"3,000 - 20,000",9728,"10,000 - 22,800",13453.33,14000,14000,13.017,77.7044
12,Harlur,"10,000 - 20,000",14750,18000,18000,33000,33000,12.9017,77.6605
13,Budigere Cross,15000,15000,"18,000 - 23,000",20333.33,"20,000 - 80,000",32571.43,13.0638,77.7456
14,Varthur,"6,000 - 16,000",9690,"9,500 - 18,000",12900,"28,000 - 75,000",48333.33,12.9389,77.7412
15,Jakkur,"8,500 - 9,500",9000,"12,000 - 20,000",16000,"25,000 - 30,000",27500,13.0631,77.6207
16,Talaghattapura,-,-,"12,000 - 21,000",16400,18000,18000,12.8691,77.5342
17,Rajarajeshwari Nagar,"6,000 - 15,000",10050,"15,000 - 22,000",18000,"15,000 - 20,000",17500,12.9149,77.5206
18,Hoskote,"9,000 - 11,000",10000,"13,500 - 16,500",15000,"9,000 - 18,000",15000,13.0693,77.7982
19,Marathahalli,"5,500 - 15,000",11187.5,"12,000 - 23,000",18666.67,33000,33000,12.9569,77.7011
20,Uttarahalli,-,-,12000,12000,"19,000 - 28,000",23666.67,12.907,77.5521
21,Rajaji Nagar,"9,500 - 14,000",11500,"10,000 - 1.1 L",56717.95,22500,22500,12.9982,77.553
22,Banaswadi,"5,000 - 18,000",13509.09,"15,000 - 28,000",19500,"24,000 - 35,000",30500,13.0104,77.6482
23,Sarjapur,"10,000 - 13,500",11375,"10,000 - 30,000",15250,"20,000 - 30,000",24000,12.8549,77.7881
24,Thanisandra,"7,500 - 8,500",8000,"14,000 - 25,500",19125,22000,22000,13.0559,77.6325
25,Koramangala,"7,500 - 28,000",14181.82,"15,000 - 50,000",25909.09,"25,000 - 4 L",108000,12.9352,77.6244
26,Bommasandra,"8,500 - 9,000",8750,"6,500 - 12,000",8200,"17,000 - 30,000",21909.09,12.8167,77.6974
27,HSR Layout,"7,000 - 30,000",17583.33,"18,500 - 28,000",24450,50000,50000,12.9121,77.6446
28,Mahadevapura,"5,000 - 17,000",10500,"9,500 - 22,000",16333.33,28000,28000,12.988,77.6895
29,Horamavu Agara,11800,11800,17800,17800,20800,20800,13.0411,77.6622
30,Begur,"5,500 - 12,000",8285.71,"12,000 - 14,000",13250,16000,16000,12.8788,77.6377
31,Hebbal,"6,000 - 16,000",1183.33,"10,000 - 40,000",16875,40000,40000,13.0354,77.5988
32,Yelahanka New Town,"5,000 - 16,000",9700,"10,500 - 20,000",14125,"16,000 - 25,000",20500,13.1042,77.5713
33,Kalyan Nagar,"6,000 - 18,000",14175,"15,000 - 31,000",20250,"25,000 - 35,000",29500,13.024,77.6433
34,Thirumalashettyhally,"7,500 - 18,000",12750,"15,000 - 25,500",20250,25000,25000,12.9862,77.781
35,Bommanahalli,"6,800 - 12,000",9471.43,"12,000 - 18,000",15000,"15,000 - 45,000",30000,12.903,77.6242
36,Banashankari,"4,000 - 22,000",12033.33,"10,000 - 25,000",15270.78,"30,000 - 50,000",37666.67,12.9255,77.5468
37,Kadugodi,12500,12500,"12,000 - 17,000",14500,"15,000 - 25,000",20000,12.9908,77.7608
38,JP Nagar,"3,600 - 27,000",10183.33,"8,500 - 28,000",19325,"18,000 - 30,000",24000,12.9063,77.5857
39,Ramamurthy Nagar,"6,000 - 20,000",11147.06,"7,500 - 17,000",13619.05,"15,000 - 20,000",16666.67,13.0163,77.6785
40,White Field,"13,000 - 17,000",14750,"17,000 - 19,000",18000,"40,000 - 42,000",41000,12.9698,77.75
41,Malleswaram,"6,000 - 16,000",10333.33,"10,000 - 30,000",20000,30000,30000,13.0055,77.5692
42,Subramanyapura,"6,000 - 9,500",8166.67,"9,000 - 16,000",12500,"15,000 - 28,000",23000,12.8965,77.5407
43,Basavanagudi,"4,500 - 20,000",13166.67,"15,000 - 20,000",17750,"35,000 - 36,000",35500,12.9406,77.5738
44,Jalahalli,"4,000 - 10,000",6333.33,8500,8500,"16,000 - 32,000",25454.55,13.0528,77.5419
45,East Bangalore,12000,12000,18000,18000,"18,000 - 40,000",29000,13.0012,77.6183
46,Attibele,7000,7000,"7,000 - 4 L",59475,10000,10000,12.782,77.7719
47,ITPL,14500,14500,"20,900 - 30,000",26150,"21,000 - 65,000",40420.11,12.9859,77.7355
48,Yeshwantpur,-,-,"12,000 - 34,000",27325,"24,000 - 60,000",39791.04,13.025,77.534
49,Battarahalli,"5,000 - 14,000",8916.67,18000,18000,14000,14000,13.0245,77.7073
50,Electronics City Phase 1,"5,500 - 10,000",7600,"11,000 - 13,500",12250,"16,000 - 35,000",25500,12.8431,77.6565
51,Vidyaranyapura,"4,200 - 14,500",9522.22,"8,500 - 25,000",14227.27,"12,500 - 30,000",21625,13.0811,77.5562
52,Hosa Road,8500,8500,8500,8500,"18,000 - 30,000",22360,12.8706,77.6558
53,Hennur,"4,000 - 16,000",1083.33,"10,000 - 22,000",14950,41000,41000,13.0359,77.6431
54,Doddanekundi,"13,500 - 20,000",15375,"16,000 - 17,000",16500,"12,600 - 36,000",28713.46,12.9721,77.6944
55,Chamarajpet,"6,500 - 10,000",8833.33,"12,500 - 20,000",16500,"30,000 - 35,000",32500,12.957,77.5621
56,Kogilu,7000,7000,13500,13500,"16,500 - 22,000",19250,13.1012,77.6125
57,Kannamangala,-,-,10000,10000,"20,000 - 35,000",26500,13.0275,77.7606
58,Jayanagar,"6,000 - 70,000",17625,"22,000 - 28,000",25000,"30,000 - 1.2 L",77500,12.9308,77.5802
59,Bannerghatta,6500,6500,12000,12000,34000,34000,12.8052,77.5788
60,Medahalli,10000,10000,"8,500 - 11,000",9750,17000,17000,13.0317,77.7161
61,Bilekahalli,"6,000 - 21,000",13750,"13,000 - 14,500",13750,"20,000 - 50,000",33689.19,12.8985,77.6058
62,Hennur Road,"14,500 - 19,000",17250,"14,000 - 27,000",17375,"21,000 - 50,000",30500,13.0377,77.6288
63,BTM 2nd Stage,"9,000 - 17,000",12575.81,"18,000 - 22,500",20250,"33,000 - 35,000",34000,12.9083,77.6051
64,Frazer Town,"9,000 - 16,000",11333.33,"15,000 - 24,000",18750,"38,000 - 80,000",59000,12.997,77.6144
65,BTM Layout,"6,000 - 19,000",11607.14,"12,000 - 23,000",16846.15,"19,000 - 50,000",38726.97,12.9166,77.6101
66,Bagalur,-,-,6500,6500,-,-,13.1513,77.6688
67,Kasturi Nagar,"10,500 - 17,500",13722.22,"12,000 - 44,000",21590.91,"32,000 - 45,000",38636.36,13.0061,77.6594
68,Sanjay Nagar,"15,000 - 16,000",15250,18000,18000,"39,000 - 45,000",42000,13.0369,77.5785
69,Murugesh Palya,"6,000 - 24,000",12222.22,"14,000 - 18,000",15269.23,"22,000 - 23,000",22500,12.9613,77.6561
70,OMBR Layout,"15,000 - 22,000",17416.67,"20,000 - 27,000",23300,32000,32000,13.0076,77.6505
71,Marsur,12000,12000,"8,500 - 14,000",10500,20000,20000,12.7662,77.7023
72,HBR Layout,"9,500 - 16,000",12750,"12,000 - 25,800",18900,"35,000 - 40,000",37500,13.0377,77.6288
73,Kammanahalli,"8,500 - 30,000",15000,"16,000 - 26,000",19666.67,"35,000 - 84,000",59500,13.0159,77.6379
74,Hoodi,"12,000 - 13,000",12500,"19,500 - 22,000",20700,20000,20000,12.99,77.7133
75,Ramagondanahalli,"8,500 - 11,000",9346.15,21000,21000,25000,25000,12.9558,77.7409
76,Kanakapura,6500,6500,12000,12000,25000,25000,12.9428,77.5779
77,Kaggadasapura,"10,000 - 18,000",13857.14,"15,000 - 16,000",15500,31500,31500,12.9836,77.6797
78,Ejipura,"3,500 - 16,000",10666.67,"9,500 - 22,000",15625,"18,000 - 20,000",19000,12.9385,77.6308
79,Panathur,6000,6000,15000,15000,30000,30000,12.9356,77.7057
80,Channasandra,"7,500 - 10,500",9000,16000,16000,-,-,12.9795,77.7638
81,Chikkajala,-,-,15000,15000,-,-,13.1699,77.6349
82,Nagarbhavi,"3,000 - 18,500",9625,"13,000 - 23,000",17100,"15,500 - 35,000",25250,12.9719,77.5127
83,Hulimavu,"5,500 - 50,000",14571.43,"12,500 - 15,000",14125,26000,26000,12.8791,77.6098
84,Kudlu,"7,000 - 20,000",10800,16500,16500,"26,000 - 32,500",30250,12.8867,77.6582
85,Doddaballapur,-,-,"8,000 - 8,500",8333.33,"75,000 - 90,000",82500,13.2957,77.5364
86,Kengeri,10000,10000,"8,500 - 10,000",9500,"32,000 - 45,000",38500,12.8997,77.4827
87,Brookefield,8000,8000,"20,000 - 24,000",22000,"11,500 - 42,000",30343.75,12.9655,77.7185
88,Junnasandra,-,-,24000,24000,50000,50000,12.8991,77.6779
89,Sahakar Nagar,20000,20000,24000,24000,"40,000 - 45,000",41666.67,13.0623,77.5871
90,Konanakunte,"5,500 - 13,000",9166.67,"12,000 - 15,000",13000,27000,27000,12.8822,77.566
91,Indira Nagar,"8,000 - 15,000",11250,"17,000 - 60,000",29333.33,55000,55000,12.9784,77.6408
92,Benson Town,"4,000 - 11,000",7727.27,"12,000 - 35,000",18136.36,"30,000 - 1.2 L",70521.74,13.0047,77.5999
93,Munnekollal,"9,000 - 11,000",10062.5,18000,18000,32000,32000,12.9499,77.7118
94,Nallurhalli Whitefield,17999,17999,26000,26000,"35,000 - 40,000",37500,12.9705,77.7329
95,Kumaraswamy Layout,"7,500 - 15,000",10833.33,"12,000 - 16,000",13333.33,36000,36000,12.9044,77.5649
96,Gunjur,18000,18000,-,-,15000,15000,12.9213,77.7341
97,HRBR Layout,"16,000 - 18,000",17000,"17,500 - 24,000",20500,"28,000 - 38,000",33000,13.0191,77.6465
98,Gottigere,-,-,"15,000 - 30,000",22875,"15,000 - 45,000",32384.62,12.8564,77.5888
99,RMV 2nd Stage,-,-,"23,000 - 85,000",44333.33,"52,000 - 55,000",54250,13.0422,77.57
100,Kodigehalli,8000,8000,"13,000 - 15,000",14000,14000,14000,13.0695,77.5823
101,Cooke Town,"12,000 - 16,000",14000,15000,15000,80000,80000,13.0032,77.6228
102,Aavalahalli,-,-,-,-,"35,000 - 40,000",37500,13.0357,77.7354
103,kengeri satellite town,"6,200 - 10,000",8025,"10,000 - 14,000",12400,"12,500 - 20,000",15166.67,12.9231,77.4847
104,Kumbalgodu,18000,18000,"10,000 - 15,000",11750,65000,65000,12.8792,77.4459
105,seegehalli,-,-,18500,18500,22000,22000,13.0169,77.718
106,Abbigere,"10,000 - 12,000",11000,16000,16000,-,-,13.0763,77.5256
107,South Bangalore,"6,000 - 10,000",7360,18000,18000,"25,000 - 42,000",33500,12.9716,77.5946
108,JP Nagar Phase 4,-,-,"28,000 - 30,000",29333.33,"30,000 - 65,000",44958.33,12.9043,77.5985
109,Nagawara,5500,5500,11000,11000,"27,000 - 2 L",84200,13.0422,77.6136
110,bidrahalli,3000,3000,-,-,15000,15000,13.0614,77.7159
111,Richmond Town,"16,000 - 35,000",25500,"15,000 - 61,000",41461.54,"42,000 - 3.3 L",102800,12.9634,77.6035
112,Singasandra,"10,000 - 15,000",11875,12300,12300,"20,000 - 35,000",25000,12.8811,77.6494
113,Kattanallur,"5,500 - 12,000",8000,30000,30000,-,-,13.0513,77.7639
114,Kudlu Gate,"11,000 - 14,000",12500,15000,15000,20000,20000,12.891,77.64
115,Mysore Road,"9,500 - 18,000",13750,"13,000 - 15,000",14000,12000,12000,12.9716,77.5946
116,JP Nagar Phase 1,-,-,"30,000 - 32,000",30333.33,60000,60000,12.9118,77.5795
117,Electronic City Phase II,"5,000 - 10,000",7000,"8,500 - 12,500",10333.33,"27,000 - 31,000",29333.33,12.8441,77.6794
118,RR Nagar,-,-,17000,17000,-,-,12.9149,77.5206
119,JP Nagar Phase 7,9000,9000,12000,12000,22000,22000,12.8873,77.5781
120,Chikkalasandra,13000,13000,15000,15000,17000,17000,12.9121,77.5462
121,KR Puram Bhattarahalli,7500,7500,-,-,-,-,13.0175,77.7108
122,Kothanur,"3,000 - 9,000",6000,16500,16500,"25,000 - 26,000",25500,13.0552,77.6422
123,Kumaraswamy Layout I Stage,-,-,"9,500 - 12,000",10750,-,-,12.9061,77.5627
124,Rayasandra,"3,500 - 8,500",5750,"10,000 - 15,000",11666.67,16000,16000,12.8623,77.6752
125,Nelamangala Town,-,-,"10,000 - 14,000",12150,-,-,13.0982,77.3948
126,Dooravani Nagar,"8,000 - 14,000",11000,"13,000 - 17,000",15333.33,-,-,13.003,77.6678
127,R T Nagar,9000,9000,18000,18000,54000,54000,13.0196,77.5968
128,Vasanth Nagar,"8,000 - 24,000",11833.33,"15,000 - 20,000",17250,30000,30000,12.992,77.5943
129,Yeshwanthpur,"7,500 - 13,000",10250,"16,000 - 30,000",22666.67,"20,000 - 30,000",25000,13.025,77.534
130,Ulsoor,"9,000 - 15,000",11800,30000,30000,"25,000 - 1.5 L",80000,12.9817,77.6284
131,Nayandahalli,7000,7000,14000,14000,-,-,12.9446,77.5256
132,Nagavara,"9,500 - 10,000",9750,12000,12000,30000,30000,13.0422,77.6136
133,hebbal kempapura,"6,000 - 16,500",10833.33,"15,000 - 25,000",19000,35000,35000,13.0529,77.6015
134,Kattigenahalli,9000,9000,30000,30000,17000,17000,13.1216,77.6207
135,Sector 6 HSR Layout,14000,14000,-,-,45000,45000,12.9138,77.6293
136,CV Raman Nagar,15000,15000,21000,21000,25000,25000,12.9793,77.6642
137,Veer Sandra,"4,000 - 7,500",5750,"12,500 - 35,000",24125,"18,000 - 30,000",24750,12.8341,77.6751
138,Anjanapura,-,-,"6,000 - 13,000",9500,17500,17500,12.8604,77.5612
139,Volagerekallahalli,-,-,-,-,16000,16000,12.8892,77.7738
140,Kalkere,"12,500 - 15,000",13333.33,"10,000 - 15,000",12500,20000,20000,13.0335,77.6739
141,Kannur,11000,11000,"11,500 - 18,000",14750,18000,18000,13.0925,77.6535
142,Babusa Palya,13000,13000,13000,13000,35800,35800,13.0228,77.6521
143,Mathikere,"7,500 - 10,000",8333.33,"11,500 - 33,000",19500,28000,28000,13.0334,77.564
144,Carmelaram,"11,000 - 25,000",18666.67,13500,13500,"25,000 - 28,000",26500,12.9062,77.7066
145,BTM 1st Stage,15000,15000,"15,000 - 16,500",15750,25000,25000,12.9198,77.6103
146,BTM Layout 2nd Stage,18000,18000,"16,000 - 20,000",17080,25000,25000,12.9083,77.6051
147,Murgesh Pallya,"6,000 - 22,000",11794.12,"14,000 - 20,000",18142.86,51000,51000,12.9563,77.6535
148,NRI Layout,"8,000 - 14,000",10666.67,"10,000 - 20,000",15142.86,-,-,13.0321,77.6808
149,International Airport Road,-,-,25000,25000,-,-,13.1986,77.7066
150,Rajankunte,8000,8000,"9,000 - 10,000",9666.67,-,-,13.187,77.5502
151,Gunjur Village,"26,000 - 30,000",28000,12000,12000,"32,000 - 42,000",37250,12.9213,77.7341
152,krishnarajapura,9000,9000,-,-,-,-,13.017,77.7044
153,Uttarahalli Hobli,10000,10000,"16,000 - 22,000",18000,23000,23000,12.907,77.5521
154,Jalahalli West,50000,50000,12000,12000,15000,15000,13.0612,77.5193
155,K Channasandra,12500,12500,-,-,-,-,13.0406,77.6776
156,Konappana Agrahara,"6,700 - 8,500",8380,10500,10500,"22,500 - 40,000",28833.33,12.8549,77.6679
157,Lingadheeranahalli,4000,4000,-,-,22500,22500,12.8825,77.5361
158,Murugeshpalya,"6,500 - 16,000",11611.11,"14,800 - 26,000",20360,35000,35000,12.9613,77.6561
159,Basapura,"3,500 - 7,500",6166.67,"13,000 - 35,000",21210,"18,000 - 19,000",18500,12.8648,77.651
160,RMV Extension Stage 2,"6,500 - 12,000",8916.67,12500,12500,"23,000 - 45,000",34000,13.0422,77.57
161,Bannerughatta,"4,500 - 8,000",6250,"12,000 - 25,000",18500,"12,000 - 15,000",13500,12.8052,77.5788
162,KPC Layout,"9,000 - 15,000",11285.71,"17,000 - 19,000",18333.33,"24,000 - 35,000",27800,12.9067,77.6757
163,Kundalahalli,12000,12000,"22,000 - 28,000",24333.33,-,-,12.969,77.7209
164,Phase 7,"8,500 - 22,000",13333.33,"8,500 - 22,000",14166.67,"22,500 - 23,000",22750,12.8872,77.5899
165,Sadashiva Nagar,-,-,"46,000 - 56,000",51000,"61,000 - 90,000",75500,13.0068,77.5813
166,Adugodi,"10,000 - 15,000",12333.33,23000,23000,45000,45000,12.942,77.6083
167,Parappana Agrahara,"3,000 - 12,500",7750,"6,500 - 15,000",9433.33,"13,500 - 36,000",24750,12.8735,77.6581
168,Thirupalya,"9,000 - 20,000",16333.33,"15,000 - 21,000",1871.43,"10,500 - 18,500",14500,12.8224,77.6665
169,Byrathi,"5,500 - 14,000",10000,14500,14500,25000,25000,13.0529,77.6501
170,Kaggalipura,"12,000 - 15,000",13750,"11,500 - 20,000",15500,18000,18000,12.7995,77.5101
171,Narayanapura,12000,12000,14000,14000,1.1 L,110000,13.0629,77.645
172,Kambipura,"12,000 - 15,000",13500,"10,000 - 12,000",11333.33,"14,000 - 20,000",17250,12.8789,77.4616
173,Srinivaspura,-,-,"14,000 - 25,000",19500,-,-,12.9001,77.5113
174,JP Nagar Phase 6,-,-,14999,14999,"30,000 - 40,000",3562.5,12.9,77.5777
175,Benson Town,"5,000 - 10,000",7500,"10,000 - 16,000",13500,60000,60000,13.0047,77.5999
176,Bommasandra Industrial Area,"7,000 - 7,500",7250,8500,8500,-,-,12.8159,77.6794
177,Bommenahalli,"8,000 - 17,000",12500,13800,13800,20000,20000,12.903,77.6242
178,Glass Factory Layout,7000,7000,10500,10500,16000,16000,12.8296,77.7009
179,Kodathi,15000,15000,"7,999 - 8,500",8333,-,-,12.8882,77.7163
180,Raja Rajeshwari Nagar 5th Stage,-,-,14000,14000,-,-,12.9085,77.5204
181,Sir M V Nagar,"10,500 - 17,500",1471.43,"12,000 - 15,000",13333.33,22000,22000,13.0158,77.6756
182,Vijay Nagar,15500,15500,20000,20000,34000,34000,12.9756,77.5354
183,Kaval Byrasandra,"8,000 - 21,000",13333.33,"12,000 - 14,000",13000,"15,000 - 16,000",15500,13.0237,77.608
184,Kathriguppe,9500,9500,"12,500 - 21,000",17277.78,24000,24000,12.9294,77.5569
185,New Thippasandra,"4,500 - 38,000",17800,"12,000 - 23,000",17500,30000,30000,12.9718,77.6552
186,sahakara nagar,-,-,-,-,62000,62000,13.0623,77.5871
187,Avalahalli,-,-,12000,12000,-,-,12.9457,77.544
188,Choodasandra,"7,500 - 8,000",7700,"16,000 - 25,000",18800,90000,90000,12.8837,77.6794
189,Kammasandra,"17,500 - 21,000",19250,7500,7500,"18,000 - 26,000",23333.33,12.834,77.6883
190,Domlur,"8,000 - 15,000",11500,30000,30000,"40,000 - 78,000",57750,12.961,77.6387
191,byatarayanapura,"9,000 - 24,000",15800,"19,000 - 23,000",20500,35000,35000,13.0598,77.5933
192,Kada Agrahara,"8,000 - 15,000",12600,"12,500 - 13,500",13000,27000,27000,12.8538,77.7652
193,Mallathahalli,5000,5000,"6,500 - 14,500",11833.33,-,-,12.962,77.498
194,Padmanabhanagar,"5,500 - 13,000",9000,"9,000 - 20,000",14666.67,24000,24000,12.9156,77.5568
195,Sector 2 HSR Layout,"16,000 - 18,500",1783.33,25000,25000,35000,35000,12.9089,77.6465
196,Srinagar,"4,200 - 10,000",7425,"9,000 - 18,000",13200,-,-,12.9468,77.5519
197,JP Nagar Phase 5,14000,14000,"17,000 - 23,000",20000,32000,32000,12.9035,77.592
198,Anantapura,-,-,-,-,"17,000 - 32,000",24500,13.115,77.5684
199,Kodichikkanahalli,4500,4500,20000,20000,36000,36000,12.8953,77.615
200,Margondanahalli,"7,500 - 8,000",7750,"6,000 - 17,000",10500,18000,18000,13.0373,77.6928
201,Chikbanavara,"4,500 - 10,000",7250,11000,11000,-,-,13.0806,77.5027
202,Cox Town,8000,8000,15000,15000,"35,000 - 45,000",40333.33,12.9966,77.6303
203,Kadubeesanahalli,26500,26500,"25,000 - 73,000",38000,"12,700 - 32,000",25540,12.9394,77.6952
204,Samethanahalli,6000,6000,9500,9500,-,-,12.9794,77.7915
205,Dollars Colony,-,-,-,-,53000,53000,13.0415,77.5684
206,Nagavarapalya,13000,13000,13500,13500,-,-,12.989,77.6665
207,Nagondanahalli,"8,000 - 8,500",8250,"16,000 - 17,000",16500,75000,75000,12.9712,77.7679
208,Tavarakere,"11,000 - 13,000",12333.33,"18,500 - 27,000",21428.57,79000,79000,12.9241,77.6092
209,Bangalore City Municipal Corporation Layout,"7,000 - 12,000",8666.67,"11,000 - 16,000",13000,-,-,12.8751,77.5507
210,Jnana Ganga Nagar,-,-,"12,000 - 16,000",14000,-,-,12.9513,77.4861
211,Shikaripalya,7000,7000,15000,15000,"20,000 - 27,000",21750,12.8325,77.6552
212,Shivaji Nagar,16000,16000,"15,000 - 16,000",15500,30000,30000,12.9857,77.6057
213,Devinagar,"6,000 - 9,000",7500,14000,14000,"20,000 - 28,000",240.33,13.0523,77.572
214,Jayanagar 4th T Block East,"12,000 - 20,000",16000,"18,000 - 24,000",21666.67,45000,45000,12.9254,77.5918
215,Ashok Nagar,"9,000 - 20,000",14500,-,-,"70,000 - 1.2 L",98750,12.9709,77.6048
216,RMV,-,-,20000,20000,23000,23000,13.041,77.5788
217,Byagadadhenahalli,"6,500 - 12,000",10400,"8,000 - 10,000",8600,12000,12000,12.7591,77.7009
218,Chinnapanna Halli,"13,500 - 16,000",14750,-,-,-,-,12.967,77.7048
219,Hegde Nagar,-,-,16000,16000,"40,000 - 55,000",48333.33,13.0676,77.6336
220,Vibhutipura,11000,11000,14500,14500,24000,24000,12.9624,77.6695
221,Akshaya Nagar,5000,5000,20000,20000,28000,28000,12.8689,77.6162
222,Giri Nagar,"8,500 - 9,500",8950,17000,17000,"25,000 - 30,000",28333.33,12.9421,77.5464
223,Immadihalli Whitefield,"8,500 - 14,000",11250,20000,20000,-,-,12.965,77.7595
224,Lingarajapuram,"4,350 - 17,000",12116.67,12000,12000,15000,15000,13.013,77.6262
225,Nandini Layout,"5,000 - 10,000",7625,"10,500 - 22,000",17400,28000,28000,13.0137,77.5339
226,North Bangalore,"13,500 - 21,000",17250,22000,22000,-,-,12.9375,77.4472
227,Sadduguntepalya,"8,500 - 15,500",10750,"16,000 - 18,000",16666.67,-,-,12.9309,77.6097
228,Seshadripuram,-,-,-,-,"23,000 - 75,000",60375,12.9889,77.574
229,Devarchikkanahalli,8000,8000,11500,11500,-,-,12.8834,77.6189
230,Domlur Layout,"10,000 - 20,000",15000,30000,30000,42000,42000,12.961,77.6387
231,HRBR Layout 2nd Block HRBR Layout,"13,000 - 16,000",14600,"24,400 - 25,000",24700,30000,30000,13.0198,77.6413
232,Kithaganur Colony,"6,500 - 10,000",8250,"10,000 - 20,000",13500,-,-,13.0319,77.7062
233,Malleshwaram West,12000,12000,"45,000 - 50,000",47000,"35,000 - 45,000",40000,13.0055,77.5692
234,Shanti Nagar,"6,000 - 1.8 L",93000,"15,000 - 32,000",23500,"30,000 - 70,000",47000,12.9578,77.5993
235,Srinivasa Nagar,"7,500 - 10,000",8950,13500,13500,-,-,12.9356,77.5548
236,Padmanabha Nagar,5000,5000,20000,20000,27000,27000,12.9156,77.5568
237,B Narayanapura,7000,7000,24900,24900,-,-,12.9925,77.6808
238,Bettahalsoor,22000,22000,22000,22000,-,-,13.1623,77.6099
239,Ganganagar,10000,10000,5000,5000,32000,32000,13.0206,77.5887
240,Kithiganur,"11,000 - 12,000",11500,12000,12000,20000,20000,13.0385,77.706
241,R.K. Hegde Nagar,"6,500 - 8,000",7250,"13,000 - 13,500",13250,28000,28000,13.0676,77.6336
242,Harohalli,4500,4500,-,-,-,-,12.8555,77.7249
243,AECS Layout,"9,500 - 10,000",9666.67,21000,21000,18000,18000,12.9629,77.7123
244,Amruthahalli,7000,7000,20000,20000,30000,30000,13.0659,77.6042
245,Ananth Nagar,-,-,-,-,17000,17000,12.8389,77.6898
246,Balagere,7000,7000,30000,30000,-,-,12.9396,77.729
247,Dasarahalli,8500,8500,14000,14000,20000,20000,13.0961,77.8353
248,Garudachar Palya,14800,14800,"19,900 - 23,200",21475,"22,400 - 27,000",25133.33,12.9878,77.7009
249,Halanayakanahalli,24000,24000,9000,9000,-,-,12.9025,77.6853
250,Kalena Agrahara,5500,5500,15000,15000,24000,24000,12.8711,77.5935
251,Sunkadakatte,"6,000 - 10,000",8166.67,8000,8000,-,-,12.9918,77.5046
252,Attiguppe,23000,23000,21000,21000,35000,35000,12.9598,77.529
253,Babusabpalya,-,-,26500,26500,"27,000 - 37,500",32250,13.0255,77.6472
254,Baglur,-,-,15000,15000,-,-,13.1513,77.6688
255,Ganga Nagar,"5,000 - 6,000",5500,14000,14000,35000,35000,13.0206,77.5887
256,judicial layout,6500,6500,"7,500 - 21,000",14500,-,-,13.0778,77.587
257,Laggere,8000,8000,-,-,25000,25000,13.0098,77.5254
258,Madanayakahalli,4000,4000,-,-,-,-,13.061,77.4614
259,Manyata Tech Park Nagawara,-,-,22000,22000,30000,30000,13.0428,77.6191
260,Maruthi Sevanagar,6500,6500,"9,000 - 22,000",16166.67,-,-,13.0019,77.6322
261,Nagasandra,5000,5000,8000,8000,-,-,13.0395,77.5
262,Virupakshapura,65000,65000,"9,500 - 11,000",10250,-,-,13.0625,77.5706
263,banashankari 6th stage,-,-,10500,10500,20000,20000,12.8826,77.5089
264,Chikka Banaswadi,11000,11000,17000,17000,20000,20000,13.006,77.6469
265,Gnana bharathi,"8,500 - 13,000",10750,85000,85000,26000,26000,12.9421,77.5059
266,Gudighattanahalli,-,-,-,-,20000,20000,12.8616,77.811
267,Hanumanthanagar Bangalore,10000,10000,"13,000 - 20,000",16000,30000,30000,12.9425,77.5626
268,KIADB Export Promotion Industrial Area,7000,7000,-,-,-,-,12.9819,77.7252
269,Pragathi Nagar,6000,6000,13000,13000,21000,21000,12.8656,77.6565
270,Saraswathi Nagar,17000,17000,23000,23000,45000,45000,12.9718,77.5297
271,Soundarya Layout,5000,5000,"8,000 - 10,000",9000,12000,12000,13.0654,77.4948
272,Yelenahalli,8500,8500,12000,12000,-,-,12.8594,77.6149
273,Panduranga Nagar,"18,000 - 20,000",19000,"15,000 - 30,000",22500,-,-,12.8961,77.5963
274,Hesaraghatta,-,-,"7,000 - 20,000",13500,-,-,13.15,77.49
275,Banashankari Stage III,8000,8000,"12,000 - 16,000",14000,"22,000 - 36,000",29000,12.9345,77.5435
276,Bidare Agraha,10000,10000,"11,500 - 12,000",11750,15000,15000,13.0329,77.7448
277,DLF Newtown,10000,10000,"11,000 - 25,000",19500,"25,000 - 26,000",25666.67,12.8746,77.6214
