,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude,Venues,Food Services,Shopping Services,Leisure Services,General Services
203,Kadubeesanahalli,26500,26500,"25,000 - 73,000",38000,"12,700 - 32,000",25540,12.9394,77.6952,"['Gym', 'Gym', 'BBQ Joint', 'Recreation Center', 'Athletics & Sports', 'Pizza Place', 'Ice Cream Shop', 'Hotel', 'Pizza Place', 'Café', 'Ice Cream Shop', 'Electronics Store', 'Pizza Place', 'Indian Restaurant', 'Asian Restaurant', 'Food Court', 'Café', 'Café', 'Hotel', 'Office', 'Bar', 'Ice Cream Shop']",14.0,1.0,6.0,1.0
204,Samethanahalli,6000,6000,9500,9500,-,-,12.9794,77.7915,[],0.0,0.0,0.0,0.0
205,Dollars Colony,-,-,-,-,53000,53000,13.0415,77.5684,"['Park', 'Indian Restaurant', 'Snack Place', 'Pizza Place', 'Indian Restaurant', 'Department Store', 'Shipping Store', 'Department Store']",4.0,3.0,1.0,0.0
206,Nagavarapalya,13000,13000,13500,13500,-,-,12.989,77.6665,"['Burger Joint', 'Convenience Store', 'Steakhouse', 'Pizza Place', 'Donut Shop', 'Coffee Shop', 'Coffee Shop', 'Italian Restaurant', 'Bowling Alley', 'Indian Restaurant', 'Sandwich Place', 'Fast Food Restaurant', 'Pizza Place', 'Café', 'Indian Restaurant', 'Café', 'Fast Food Restaurant', 'Clothing Store', 'Shop & Service', 'Department Store', 'Shopping Mall', 'Department Store', 'Snack Place', 'Dessert Shop', 'Pharmacy', 'Park', 'New American Restaurant', 'Indian Restaurant', 'Lake', 'Juice Bar']",20.0,6.0,3.0,1.0
207,Nagondanahalli,"8,000 - 8,500",8250,"16,000 - 17,000",16500,75000,75000,12.9712,77.7679,"['Supermarket', 'Bakery']",1.0,1.0,0.0,0.0
208,Tavarakere,"11,000 - 13,000",12333.33,"18,500 - 27,000",21428.57,79000,79000,12.9241,77.6092,"['Park', 'Indian Restaurant', 'Bakery', 'Indian Restaurant', 'Pizza Place', 'Diner', 'Pizza Place', 'Diner', 'Indian Restaurant', 'Indian Restaurant', 'Indie Movie Theater', 'Kerala Restaurant', 'Fast Food Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Food Court', 'Indian Sweet Shop', 'Indian Restaurant', 'Department Store', 'Bakery', 'Juice Bar']",18.0,1.0,2.0,0.0
209,Bangalore City Municipal Corporation Layout,"7,000 - 12,000",8666.67,"11,000 - 16,000",13000,-,-,12.8751,77.5507,"['Music Venue', 'Supermarket', 'Farmers Market', 'Convenience Store']",0.0,3.0,1.0,0.0
210,Jnana Ganga Nagar,-,-,"12,000 - 16,000",14000,-,-,12.9513,77.4861,['Movie Theater'],0.0,0.0,1.0,0.0
211,Shikaripalya,7000,7000,15000,15000,"20,000 - 27,000",21750,12.8325,77.6552,"['Café', 'Coffee Shop', 'Indian Restaurant', 'Indian Restaurant', 'Breakfast Spot', 'Indian Restaurant']",6.0,0.0,0.0,0.0
212,Shivaji Nagar,16000,16000,"15,000 - 16,000",15500,30000,30000,12.9857,77.6057,"['Afghan Restaurant', 'Donut Shop', 'Burger Joint', 'Indian Restaurant', ""Women's Store"", 'Market', 'Bar', 'Indian Restaurant', 'Jewelry Store', 'Clothing Store', 'Indian Restaurant', 'Tea Room', 'South Indian Restaurant', 'Indian Restaurant', 'Middle Eastern Restaurant', 'Indian Restaurant', 'Clothing Store', 'Indian Restaurant', 'Juice Bar', 'Fast Food Restaurant', 'Indian Restaurant', 'Clothing Store', 'Hotel', 'Candy Store', 'Café', 'Indian Restaurant', ""Women's Store"", 'Asian Restaurant', 'Hotel', 'Hotel', 'Clothing Store', 'Dessert Shop', 'Arts & Crafts Store', 'Bridal Shop']",21.0,10.0,3.0,0.0
213,Devinagar,"6,000 - 9,000",7500,14000,14000,"20,000 - 28,000",240.33,13.0523,77.572,"['Department Store', 'Thai Restaurant', 'Accessories Store', 'Pizza Place', 'Snack Place', 'Department Store']",3.0,3.0,0.0,0.0
214,Jayanagar 4th T Block East,"12,000 - 20,000",16000,"18,000 - 24,000",21666.67,45000,45000,12.9254,77.5918,"['Indian Restaurant', 'Cupcake Shop', 'South Indian Restaurant', 'Bakery', 'Sandwich Place', 'Ice Cream Shop', 'Mexican Restaurant', 'Indian Restaurant', 'Juice Bar', 'Fast Food Restaurant', 'Indian Restaurant', 'Bakery', 'Café', 'Asian Restaurant', 'Jewelry Store', 'Chinese Restaurant', 'Pizza Place', 'Indian Restaurant', 'Pharmacy', 'Indian Restaurant', 'Ice Cream Shop', 'Chinese Restaurant', 'Café', 'Indian Restaurant', 'Café', 'Ice Cream Shop', 'Donut Shop', 'Gastropub', 'Café', 'Indian Restaurant', 'Flea Market', 'Multiplex', 'Pub', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Department Store', 'Lounge', 'Indian Restaurant', 'Bar', 'Brewery', 'Fast Food Restaurant', 'Coffee Shop', 'Chinese Restaurant', 'Fast Food Restaurant', 'Pizza Place']",40.0,3.0,1.0,1.0
215,Ashok Nagar,"9,000 - 20,000",14500,-,-,"70,000 - 1.2 L",98750,12.9709,77.6048,"['Burger Joint', 'Ice Cream Shop', 'Steakhouse', 'Coffee Shop', 'Gym', 'Café', 'Bookstore', 'Pub', 'Lounge', 'Pizza Place', 'Donut Shop', 'Indian Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Brewery', 'Indian Restaurant', 'Plaza', 'Hotel', 'Pub', 'Bubble Tea Shop', 'Brewery', 'Korean Restaurant', 'Sushi Restaurant', 'Toy / Game Store', 'Café', 'Fast Food Restaurant', 'Breakfast Spot', 'Gym', 'Cocktail Bar', 'Brewery', 'Music Store', 'Andhra Restaurant', 'Indian Restaurant', 'Pub', 'Breakfast Spot', 'Lounge', 'American Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Deli / Bodega', 'Pub', 'Italian Restaurant', 'South Indian Restaurant', 'Chinese Restaurant', 'Mediterranean Restaurant', 'Chinese Restaurant', 'Mediterranean Restaurant', 'Athletics & Sports', 'Lounge', 'Ice Cream Shop', 'Soccer Stadium', 'Brewery', 'Furniture / Home Store', 'Gym / Fitness Center', 'Motorcycle Shop', 'Indian Restaurant', 'Chinese Restaurant', 'Tattoo Parlor', 'Arts & Crafts Store', 'Bar', 'Cocktail Bar', 'Dessert Shop', 'Hotel', 'Toy / Game Store', 'Hotel', 'Indian Restaurant', 'Parsi Restaurant', 'Pub', 'Indian Restaurant', 'Middle Eastern Restaurant', 'Indian Restaurant', 'Tea Room', 'Bakery', 'Bookstore', 'Donut Shop', 'Tea Room', 'Mexican Restaurant', 'Clothing Store', 'Breakfast Spot', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Clothing Store', 'Sandwich Place', 'Café', 'Cosmetics Shop', 'Café', 'Indian Restaurant', 'Coffee Shop', 'Clothing Store', 'Restaurant', 'Multiplex', 'Pub', 'Bakery', 'Fried Chicken Joint', 'Coffee Shop', 'Hotel Bar', 'Indian Restaurant', 'American Restaurant']",76.0,12.0,11.0,1.0
216,RMV,-,-,20000,20000,23000,23000,13.041,77.5788,"['Snack Place', 'Fast Food Restaurant', 'Burrito Place', 'Department Store', 'South Indian Restaurant']",4.0,1.0,0.0,0.0
217,Byagadadhenahalli,"6,500 - 12,000",10400,"8,000 - 10,000",8600,12000,12000,12.7591,77.7009,[],0.0,0.0,0.0,0.0
218,Chinnapanna Halli,"13,500 - 16,000",14750,-,-,-,-,12.967,77.7048,"['Racetrack', 'Motorcycle Shop', 'Indian Restaurant', 'Coffee Shop', 'Indian Restaurant', 'Coffee Shop', 'Racetrack', 'Indian Restaurant', 'Chinese Restaurant', 'Chinese Restaurant', 'Department Store', 'Udupi Restaurant', 'Dessert Shop']",9.0,2.0,2.0,0.0
219,Hegde Nagar,-,-,16000,16000,"40,000 - 55,000",48333.33,13.0676,77.6336,"['Asian Restaurant', 'Andhra Restaurant', 'ATM', 'Flea Market', 'Supermarket', 'Mughlai Restaurant']",3.0,2.0,0.0,1.0
220,Vibhutipura,11000,11000,14500,14500,24000,24000,12.9624,77.6695,"['Farmers Market', 'Hotel', 'Bus Stop', 'Food & Drink Shop']",1.0,1.0,1.0,1.0
221,Akshaya Nagar,5000,5000,20000,20000,28000,28000,12.8689,77.6162,"['Pizza Place', 'Indian Restaurant']",2.0,0.0,0.0,0.0
222,Giri Nagar,"8,500 - 9,500",8950,17000,17000,"25,000 - 30,000",28333.33,12.9421,77.5464,"['Coffee Shop', 'Café', 'Park', 'Vegetarian / Vegan Restaurant', 'Soccer Field']",3.0,0.0,2.0,0.0
223,Immadihalli Whitefield,"8,500 - 14,000",11250,20000,20000,-,-,12.965,77.7595,"['Gym / Fitness Center', 'Fish Market', 'Home Service']",1.0,0.0,1.0,1.0
224,Lingarajapuram,"4,350 - 17,000",12116.67,12000,12000,15000,15000,13.013,77.6262,"['Steakhouse', 'Diner', 'Indian Restaurant', 'Kerala Restaurant', 'Paper / Office Supplies Store']",4.0,1.0,0.0,0.0
225,Nandini Layout,"5,000 - 10,000",7625,"10,500 - 22,000",17400,28000,28000,13.0137,77.5339,"['Bakery', 'Vegetarian / Vegan Restaurant', 'Park', 'Gourmet Shop']",3.0,0.0,1.0,0.0
226,North Bangalore,"13,500 - 21,000",17250,22000,22000,-,-,12.9375,77.4472,['IT Services'],0.0,1.0,0.0,0.0
227,Sadduguntepalya,"8,500 - 15,500",10750,"16,000 - 18,000",16666.67,-,-,12.9309,77.6097,"['Movie Theater', 'Indian Restaurant', 'Multiplex', 'Clothing Store', 'Indian Restaurant', 'Burger Joint', 'Multiplex', 'Shopping Mall', 'Coffee Shop', 'Bar', 'Dessert Shop', 'Ice Cream Shop', 'Italian Restaurant', 'Donut Shop', 'Lounge', 'Lounge', 'Café', 'Bakery', ""Men's Store"", 'Bakery', 'Paper / Office Supplies Store', 'Creperie', 'Bookstore', 'Gaming Cafe', 'Café', 'Donut Shop', 'Lounge', 'Comfort Food Restaurant', 'Indian Restaurant', 'Pizza Place', 'Coffee Shop', 'Brewery', 'Indian Restaurant', 'Indian Restaurant', 'Salon / Barbershop', 'Diner', 'Punjabi Restaurant', 'Indian Restaurant', 'Cosmetics Shop', 'Dessert Shop', 'Café', 'Tibetan Restaurant', 'Pizza Place', 'Indian Restaurant', 'Food Court', 'Café', 'Ice Cream Shop', 'Electronics Store', 'Bowling Alley', 'Restaurant', 'Fast Food Restaurant', 'Café', 'Fast Food Restaurant', 'Sandwich Place', 'Restaurant', 'Hookah Bar', 'Kerala Restaurant', 'Eastern European Restaurant', 'Fast Food Restaurant', 'Music Venue', 'Indian Restaurant', 'Café', 'Persian Restaurant', 'Shopping Mall', 'Electronics Store', 'Cupcake Shop', 'Indian Restaurant', 'Hookah Bar', 'Chinese Restaurant', 'Asian Restaurant', 'Chinese Restaurant', 'Seafood Restaurant', 'North Indian Restaurant', 'Italian Restaurant', 'Bar', 'Indian Restaurant', 'Indian Restaurant', 'Pub', 'Pizza Place', 'Fast Food Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Buffet', 'Department Store', 'Clothing Store', 'Pizza Place', 'Gourmet Shop', 'Sandwich Place', 'Lounge', 'Indian Restaurant', 'Juice Bar', 'English Restaurant', 'Coffee Shop', 'Indian Restaurant', 'Pub', 'Indian Restaurant', 'Indian Restaurant', 'Tea Room', 'Multiplex', 'Indie Movie Theater']",81.0,11.0,7.0,1.0
228,Seshadripuram,-,-,-,-,"23,000 - 75,000",60375,12.9889,77.574,"['Ice Cream Shop', 'Juice Bar', 'Karnataka Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Ice Cream Shop', 'Donut Shop', 'Coffee Shop', 'Donut Shop', 'Shopping Mall', 'Art Gallery', 'Multiplex', 'Coffee Shop', 'Indian Restaurant', 'Rajasthani Restaurant', 'Karnataka Restaurant', 'Sandwich Place', 'Dessert Shop', 'Indian Restaurant', 'Food & Drink Shop', 'Indian Restaurant', 'Restaurant', 'Clothing Store', 'Clothing Store', 'Arcade', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Bakery', 'Miscellaneous Shop', 'Indian Restaurant', 'Ice Cream Shop', 'Café', 'Electronics Store', 'Pizza Place', 'Indian Restaurant', 'Arcade', 'Chaat Place', 'Bar', 'Ice Cream Shop', 'Vegetarian / Vegan Restaurant', 'Clothing Store', 'Café', 'Food Court', 'Vegetarian / Vegan Restaurant', 'Department Store', 'Clothing Store', 'Hotel', 'American Restaurant', 'Cocktail Bar', 'Seafood Restaurant', 'Electronics Store', 'Fast Food Restaurant', 'Hotel', 'Fast Food Restaurant', 'Hotel', 'Clothing Store', 'Italian Restaurant', 'Soup Place', 'Asian Restaurant', 'Park', 'Seafood Restaurant', 'Hotel', 'Karnataka Restaurant', 'Golf Course']",44.0,10.0,10.0,0.0
229,Devarchikkanahalli,8000,8000,11500,11500,-,-,12.8834,77.6189,"['Candy Store', 'South Indian Restaurant']",2.0,0.0,0.0,0.0
230,Domlur Layout,"10,000 - 20,000",15000,30000,30000,42000,42000,12.961,77.6387,"['Café', 'BBQ Joint', 'Deli / Bodega', 'Coffee Shop', 'Indian Restaurant', 'Gaming Cafe', 'Nightclub', 'Liquor Store', 'Burger Joint', 'Burrito Place', 'Italian Restaurant', 'Pizza Place', 'Pub', 'Sports Bar', 'Steakhouse', 'Chinese Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Pub', 'Hotel', 'Rajasthani Restaurant', 'Indian Restaurant', 'Italian Restaurant', 'Italian Restaurant', 'Café', 'Coffee Shop', 'Food & Drink Shop', 'Sandwich Place', 'Vietnamese Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Breakfast Spot', 'Lounge', 'Chinese Restaurant', 'Asian Restaurant', 'Food', 'Pizza Place', 'Bed & Breakfast', 'Clothing Store', 'Diner', 'Hotel', 'Hotel', 'Convenience Store', 'North Indian Restaurant', 'Indian Restaurant']",43.0,2.0,5.0,0.0
231,HRBR Layout 2nd Block HRBR Layout,"13,000 - 16,000",14600,"24,400 - 25,000",24700,30000,30000,13.0198,77.6413,"['Ice Cream Shop', 'Pub', 'Bakery', 'Korean Restaurant', 'Bistro', 'Korean Restaurant', 'Falafel Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Restaurant', 'BBQ Joint', 'BBQ Joint', 'Fast Food Restaurant', 'Chinese Restaurant', 'Lounge', 'Brewery', 'Korean Restaurant', 'Donut Shop', 'Indian Restaurant', 'BBQ Joint', 'Italian Restaurant', 'Café', 'Fast Food Restaurant', 'Café', 'Sandwich Place', 'Snack Place', 'Indian Chinese Restaurant', 'Chinese Restaurant', 'Electronics Store', 'Café', 'Bistro', 'Indian Restaurant', 'Café', 'Fast Food Restaurant', 'Ice Cream Shop', 'Vegetarian / Vegan Restaurant', 'Coffee Shop', 'Fast Food Restaurant', 'Restaurant', 'Karnataka Restaurant', 'Café', 'Pizza Place', 'Electronics Store', 'Gastropub', 'Fast Food Restaurant']",41.0,2.0,2.0,0.0
232,Kithaganur Colony,"6,500 - 10,000",8250,"10,000 - 20,000",13500,-,-,13.0319,77.7062,"['Korean Restaurant', 'ATM', 'Ice Cream Shop']",2.0,0.0,0.0,1.0
233,Malleshwaram West,12000,12000,"45,000 - 50,000",47000,"35,000 - 45,000",40000,13.0055,77.5692,"['South Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Indian Restaurant', 'Breakfast Spot', 'Vegetarian / Vegan Restaurant', 'Fast Food Restaurant', 'Donut Shop', 'Coffee Shop', 'Indian Restaurant', 'Bakery', 'Ice Cream Shop', 'Café', 'Vegetarian / Vegan Restaurant', 'Ice Cream Shop', 'Chinese Restaurant', 'Flea Market', 'Performing Arts Venue', 'Ice Cream Shop', 'South Indian Restaurant', 'Dessert Shop', 'Coffee Shop', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Gourmet Shop', 'Department Store']",27.0,2.0,1.0,0.0
234,Shanti Nagar,"6,000 - 1.8 L",93000,"15,000 - 32,000",23500,"30,000 - 70,000",47000,12.9578,77.5993,"['Pub', 'Hockey Arena', 'Bed & Breakfast', 'Café', 'Vegetarian / Vegan Restaurant', 'Japanese Restaurant', 'Health Food Store', 'Chinese Restaurant', 'Pizza Place', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Juice Bar', 'Indian Restaurant', 'Sporting Goods Shop', 'Indian Restaurant', 'Supermarket', 'Hotel']",15.0,2.0,2.0,1.0
235,Srinivasa Nagar,"7,500 - 10,000",8950,13500,13500,-,-,12.9356,77.5548,"['Vegetarian / Vegan Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Indie Movie Theater']",3.0,0.0,1.0,0.0
236,Padmanabha Nagar,5000,5000,20000,20000,27000,27000,12.9156,77.5568,"['Bakery', 'Snack Place', 'Pizza Place', 'Park', 'Indian Restaurant', 'Convenience Store', 'Toy / Game Store', 'Accessories Store', 'Jewelry Store', 'Movie Theater', 'Breakfast Spot']",5.0,4.0,2.0,0.0
237,B Narayanapura,7000,7000,24900,24900,-,-,12.9925,77.6808,"['Grocery Store', 'Gym', 'Bus Station', 'Ice Cream Shop', 'Bus Station']",1.0,1.0,1.0,2.0
238,Bettahalsoor,22000,22000,22000,22000,-,-,13.1623,77.6099,['Photography Studio'],0.0,0.0,0.0,1.0
239,Ganganagar,10000,10000,5000,5000,32000,32000,13.0206,77.5887,"['Bistro', 'Indian Restaurant', 'Juice Bar', 'Pizza Place', 'Ice Cream Shop', 'Pizza Place', 'Vegetarian / Vegan Restaurant', 'Vegetarian / Vegan Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Hotel', 'Bus Station', 'Bus Station', 'Bakery', 'Outdoor Supply Store']",16.0,2.0,2.0,2.0
240,Kithiganur,"11,000 - 12,000",11500,12000,12000,20000,20000,13.0385,77.706,[],0.0,0.0,0.0,0.0
241,R.K. Hegde Nagar,"6,500 - 8,000",7250,"13,000 - 13,500",13250,28000,28000,13.0676,77.6336,"['Asian Restaurant', 'Andhra Restaurant', 'ATM', 'Flea Market', 'Supermarket', 'Mughlai Restaurant']",3.0,2.0,0.0,1.0
242,Harohalli,4500,4500,-,-,-,-,12.8555,77.7249,[],0.0,0.0,0.0,0.0
243,AECS Layout,"9,500 - 10,000",9666.67,21000,21000,18000,18000,12.9629,77.7123,"['Indian Restaurant', 'Ice Cream Shop', 'Ice Cream Shop', 'Dessert Shop', 'Indian Restaurant', 'Salon / Barbershop', 'Bakery', 'Breakfast Spot', 'Sandwich Place', 'Fast Food Restaurant', 'Indian Restaurant', 'Shopping Mall', 'Asian Restaurant', 'Coffee Shop', 'Pizza Place', 'Café', 'Café', 'Bookstore', 'Sports Bar', 'Pizza Place', 'Pizza Place', 'Indian Restaurant', 'Fast Food Restaurant', 'Department Store', 'Udupi Restaurant', 'Indian Restaurant', 'Fast Food Restaurant', 'Department Store', 'Department Store', 'Indian Restaurant', 'Gym / Fitness Center', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Ice Cream Shop', 'Indian Restaurant']",29.0,5.0,1.0,1.0
244,Amruthahalli,7000,7000,20000,20000,30000,30000,13.0659,77.6042,"['Café', 'Shoe Store', 'Ice Cream Shop', 'Buffet', 'Convenience Store']",3.0,2.0,0.0,0.0
245,Ananth Nagar,-,-,-,-,17000,17000,12.8389,77.6898,"['Department Store', 'Wings Joint', 'Food Service', 'Market']",1.0,2.0,1.0,0.0
246,Balagere,7000,7000,30000,30000,-,-,12.9396,77.729,"['Fast Food Restaurant', 'Supermarket', 'Athletics & Sports']",1.0,1.0,1.0,0.0
247,Dasarahalli,8500,8500,14000,14000,20000,20000,13.0961,77.8353,[],0.0,0.0,0.0,0.0
248,Garudachar Palya,14800,14800,"19,900 - 23,200",21475,"22,400 - 27,000",25133.33,12.9878,77.7009,"['Café', 'Sporting Goods Shop', 'Office', 'Coffee Shop', 'Gym', 'Breakfast Spot', 'Trail', 'Department Store', 'Asian Restaurant', 'Burrito Place', 'Bus Station']",5.0,2.0,2.0,2.0
249,Halanayakanahalli,24000,24000,9000,9000,-,-,12.9025,77.6853,"['Café', 'Badminton Court', 'Sporting Goods Shop', 'Shopping Mall', 'Indian Restaurant']",2.0,2.0,1.0,0.0
250,Kalena Agrahara,5500,5500,15000,15000,24000,24000,12.8711,77.5935,"['Multiplex', 'Ice Cream Shop', 'Multiplex', 'Bowling Alley', 'Beer Garden', 'Shopping Mall', 'Café', 'American Restaurant', 'Rajasthani Restaurant', 'Supermarket', 'Café', 'Electronics Store', 'Italian Restaurant', 'Clothing Store', 'Café', 'Dive Bar', 'Fast Food Restaurant', 'Gym / Fitness Center', 'Fast Food Restaurant', 'Movie Theater', 'Tea Room', 'Furniture / Home Store', 'Café', 'Movie Theater']",13.0,5.0,6.0,0.0
251,Sunkadakatte,"6,000 - 10,000",8166.67,8000,8000,-,-,12.9918,77.5046,"['Pizza Place', 'Fish & Chips Shop', 'Market', 'Clothing Store']",2.0,2.0,0.0,0.0
252,Attiguppe,23000,23000,21000,21000,35000,35000,12.9598,77.529,"['Seafood Restaurant', 'Sandwich Place', 'Fast Food Restaurant', 'Pizza Place', 'Café', 'Ice Cream Shop', 'Restaurant', 'South Indian Restaurant', 'Ice Cream Shop', 'Boxing Gym', 'Dessert Shop', 'Café', 'Golf Course', 'Juice Bar', 'Breakfast Spot', 'Gym / Fitness Center', 'Cosmetics Shop', 'Karnataka Restaurant', 'Airport', 'Gym', 'Seafood Restaurant', 'Chinese Restaurant', 'Snack Place', 'Chinese Restaurant', 'Gym']",18.0,1.0,5.0,1.0
253,Babusabpalya,-,-,26500,26500,"27,000 - 37,500",32250,13.0255,77.6472,"['Ice Cream Shop', 'Pub', 'Bistro', 'Indian Restaurant', 'Pizza Place', 'Italian Restaurant', 'Lounge', 'Korean Restaurant', 'Bistro', 'Electronics Store', 'Café', 'Karnataka Restaurant', 'Vegetarian / Vegan Restaurant', 'Gastropub']",11.0,1.0,2.0,0.0
254,Baglur,-,-,15000,15000,-,-,13.1513,77.6688,[],0.0,0.0,0.0,0.0
255,Ganga Nagar,"5,000 - 6,000",5500,14000,14000,35000,35000,13.0206,77.5887,"['Bistro', 'Indian Restaurant', 'Juice Bar', 'Pizza Place', 'Ice Cream Shop', 'Pizza Place', 'Vegetarian / Vegan Restaurant', 'Vegetarian / Vegan Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Hotel', 'Bus Station', 'Bus Station', 'Bakery', 'Outdoor Supply Store']",16.0,2.0,2.0,2.0
256,judicial layout,6500,6500,"7,500 - 21,000",14500,-,-,13.0778,77.587,"['Airport', 'Food Truck', 'Indian Restaurant', 'Indian Restaurant', 'Hotel', 'Indian Restaurant', 'Dhaba', 'Bus Station']",5.0,0.0,1.0,2.0
257,Laggere,8000,8000,-,-,25000,25000,13.0098,77.5254,"['Electronics Store', 'Pizza Place', 'Furniture / Home Store', 'ATM', 'Gym', 'Gym']",1.0,2.0,2.0,1.0
258,Madanayakahalli,4000,4000,-,-,-,-,13.061,77.4614,['Café'],1.0,0.0,0.0,0.0
259,Manyata Tech Park Nagawara,-,-,22000,22000,30000,30000,13.0428,77.6191,"['Vegetarian / Vegan Restaurant', 'Pizza Place', 'Café', 'Punjabi Restaurant', 'Food Court', 'Bar', 'Indian Restaurant', 'Café', 'Buffet', 'French Restaurant', 'Café', 'Hotel', 'Tea Room']",12.0,0.0,1.0,0.0
260,Maruthi Sevanagar,6500,6500,"9,000 - 22,000",16166.67,-,-,13.0019,77.6322,"['Shopping Mall', 'Multiplex', 'Lounge', 'Café', 'Clothing Store', 'Department Store', 'Fast Food Restaurant', 'Burger Joint', 'Fast Food Restaurant', 'Coffee Shop', 'Train Station']",6.0,3.0,1.0,1.0
261,Nagasandra,5000,5000,8000,8000,-,-,13.0395,77.5,"['Ice Cream Shop', 'Park', 'Bakery', 'Playground', 'Gym / Fitness Center', 'Athletics & Sports']",2.0,0.0,4.0,0.0
262,Virupakshapura,65000,65000,"9,500 - 11,000",10250,-,-,13.0625,77.5706,"['Bus Station', 'Event Service', 'Platform', 'Movie Theater']",0.0,0.0,1.0,3.0
263,banashankari 6th stage,-,-,10500,10500,20000,20000,12.8826,77.5089,[],0.0,0.0,0.0,0.0
264,Chikka Banaswadi,11000,11000,17000,17000,20000,20000,13.005999999999998,77.6469,"['Bakery', 'Indian Restaurant', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Pharmacy']",4.0,0.0,0.0,1.0
