,Locality Name,1 BHk rent range,1 BHk avg rent,2 BHk rent range,2 BHk avg rent,3 BHk rent range,3 BHk avg rent,Latitude,Longitude,Venues,Food Services,Shopping Services,Leisure Services,General Services
1611,Indra Nagar,-,-,34000,34000,-,-,12.9784,77.6408,"['Brewery', 'Boutique', 'Bakery', 'Karnataka Restaurant', 'Cocktail Bar', 'Gym / Fitness Center', 'Ice Cream Shop', 'German Restaurant', 'Café', 'Breakfast Spot', 'Pizza Place', 'Mexican Restaurant', 'Café', 'Pub', 'Dessert Shop', 'Dessert Shop', 'Indian Restaurant', 'Bengali Restaurant', 'Chinese Restaurant', 'Outlet Store', 'Andhra Restaurant', 'Boutique', 'Vegetarian / Vegan Restaurant', 'Bar', 'Snack Place', 'Andhra Restaurant', 'Lounge', 'Indian Restaurant', 'Butcher', 'Pub', 'Udupi Restaurant', 'Arcade', 'Bookstore', 'Punjabi Restaurant', 'Café', 'Middle Eastern Restaurant', 'Gastropub', 'Bar', 'Indian Restaurant', 'Chinese Restaurant', 'Pub', 'Caribbean Restaurant', 'Gourmet Shop', 'Dessert Shop', 'Bar', 'Café', 'Department Store', 'Chinese Restaurant', 'Bar', 'Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Ice Cream Shop', 'Steakhouse', 'Indian Restaurant', 'Cocktail Bar', 'Café', 'Turkish Restaurant', 'Indian Restaurant', 'Lounge', 'Restaurant', 'Indian Restaurant', 'Chinese Restaurant', ""Women's Store"", 'Café', 'Pub', 'Bakery', 'Bakery', 'Optical Shop', 'Food Truck', 'Snack Place', 'Indian Restaurant', 'Hotel', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant']",65.0,8.0,3.0,0.0
1612,Industrial Area,-,-,30000,30000,35000,35000,12.9911,77.7094,"['Café', 'Coffee Shop', 'Indian Restaurant', 'Cafeteria', 'Paper / Office Supplies Store', 'Asian Restaurant', 'Trail', 'Gym']",5.0,1.0,2.0,0.0
1613,J C Nagar,-,-,16000,16000,-,-,13.0082,77.5949,"['Wine Shop', 'Bowling Alley', 'Bus Station', 'Café', 'Juice Bar', 'Movie Theater']",3.0,0.0,2.0,1.0
1614,Jakkasandra,10000,10000,-,-,-,-,12.9234,77.6386,"['BBQ Joint', 'Ice Cream Shop', 'Italian Restaurant', 'Mobile Phone Shop', 'Burger Joint', 'Indian Restaurant', 'Trail', 'Italian Restaurant', 'Department Store', 'Hyderabadi Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Dessert Shop', 'Gastropub', 'Fried Chicken Joint', 'Café', 'Indian Restaurant', 'BBQ Joint']",20.0,2.0,1.0,0.0
1615,Jakkuru Layout,-,-,16500,16500,-,-,13.0711,77.5999,"['Café', 'Indian Restaurant', 'Bus Station', 'Hotel', 'Bus Station']",2.0,0.0,1.0,2.0
1616,Javarandoddi,-,-,12400,12400,-,-,12.9311,77.5204,"['Indian Chinese Restaurant', 'Pizza Place', 'Pizza Place', 'Sandwich Place', 'Burger Joint', 'Ice Cream Shop', 'Arcade', 'Coffee Shop', 'Nightclub', 'Food Court', 'Pizza Place', 'Multiplex', 'Wings Joint', 'Breakfast Spot', 'Breakfast Spot', 'Chinese Restaurant', 'Soccer Field', 'Sandwich Place', 'Gym / Fitness Center', 'Clothing Store', 'Fried Chicken Joint', 'Bus Station', 'Auto Garage', 'Indian Restaurant']",15.0,1.0,6.0,2.0
1617,JAYANAGAR 2ND BLOCK,-,-,"14,000 - 17,000",15500,-,-,12.9398,77.5834,"['Bistro', 'Shop & Service', 'Snack Place', 'Boutique', 'Sandwich Place', 'Restaurant', 'Juice Bar', 'Café', 'Lounge', 'Breakfast Spot', 'Hotel', 'Coffee Shop', 'Salon / Barbershop', 'Restaurant', 'Andhra Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Historic Site', 'Park', 'Tea Room', 'Salon / Barbershop', 'Hotel', 'Café', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Café', 'Indian Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Lounge', 'Asian Restaurant', ""Women's Store"", 'Bowling Alley', 'Indian Restaurant', 'Chinese Restaurant', 'Hotel', 'Chinese Restaurant', 'Clothing Store', 'Indian Restaurant', 'Metro Station', 'Bowling Alley']",28.0,4.0,8.0,3.0
1618,Jedara Halli,-,-,25000,25000,-,-,12.9816,77.5501,"['Asian Restaurant', 'Bakery', 'Bakery', 'Indie Movie Theater', 'Indian Restaurant', 'Indian Restaurant', 'Breakfast Spot', 'Pharmacy', 'Mobile Phone Shop', 'Fast Food Restaurant', 'Toll Plaza', 'Bus Station', 'Department Store', 'Snack Place']",8.0,2.0,2.0,2.0
1619,John Nagar,15200,15200,40000,40000,-,-,12.931,77.62,"['Italian Restaurant', 'Yoga Studio', 'Mobile Phone Shop', 'Dessert Shop', 'Andhra Restaurant', 'Café', 'Gym', 'Burger Joint', 'Thai Restaurant', 'Bar', 'Chinese Restaurant', 'Breakfast Spot', 'Café', 'Hot Dog Joint', 'Café', 'Breakfast Spot', 'Café', 'Indian Restaurant', 'Furniture / Home Store', 'Bar', 'Candy Store', 'Ice Cream Shop', 'Café', 'Café', 'Indian Restaurant', 'Bakery', 'Indian Restaurant', 'Coffee Shop', 'Café', 'Indian Restaurant', 'Smoke Shop', 'Dessert Shop', 'Chinese Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Bookstore', 'Chinese Restaurant', 'Indian Sweet Shop', 'Pub', 'Bakery', 'Café', 'Halal Restaurant', 'Dessert Shop', 'Juice Bar', 'Bookstore', 'Mexican Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Dessert Shop', 'Indian Restaurant', 'Indian Restaurant', 'Comfort Food Restaurant', 'Ice Cream Shop', 'Kerala Restaurant', 'Paper / Office Supplies Store', 'Fast Food Restaurant', 'Café', 'Indian Restaurant', 'Pub', 'Ice Cream Shop', 'Liquor Store', 'Snack Place', 'Restaurant', 'Indian Restaurant', 'Mexican Restaurant', 'Café', 'Indian Restaurant', 'Lounge', 'Café', 'Café', 'Indian Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Snack Place', 'Restaurant', 'Indian Restaurant', 'Persian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Coffee Shop', 'Ice Cream Shop', 'Hookah Bar', 'Asian Restaurant', 'Indian Restaurant', 'Coffee Shop', 'American Restaurant', 'Electronics Store', 'Electronics Store', 'Chinese Restaurant', 'Italian Restaurant', 'Diner', 'Pub', 'Chinese Restaurant', 'Italian Restaurant', 'Indian Restaurant', 'Kerala Restaurant', 'Brewery', 'Bar', 'Indian Restaurant', 'Lounge']",90.0,8.0,2.0,0.0
1620,JP Nagar Dollars Colony,-,-,-,-,40000,40000,12.9043,77.5985,"['Andhra Restaurant', 'Mediterranean Restaurant', 'Italian Restaurant', 'Gym', 'Multiplex', 'Coffee Shop', 'Coffee Shop', 'Garden', 'Indian Restaurant', 'Café', 'Diner', 'Bakery', 'Multiplex', 'Office', 'Middle Eastern Restaurant', 'Clothing Store', 'Indian Restaurant', 'Bar', 'Tea Room', 'Bookstore', 'Asian Restaurant', 'Snack Place', 'Coffee Shop', 'Indian Restaurant', 'Pizza Place', 'Department Store', 'Bakery', 'Italian Restaurant', 'Pizza Place', 'South Indian Restaurant', 'Café', 'Indian Restaurant', 'Pub', 'Burger Joint', 'Pharmacy', 'Italian Restaurant', 'Shopping Mall', 'Kids Store', 'Food Court', 'Indian Restaurant', 'Dessert Shop', 'Restaurant', 'Bar', 'Gym / Fitness Center', 'Indian Restaurant', 'Buffet', 'Department Store', 'Indian Restaurant']",35.0,6.0,5.0,2.0
1621,Judiciary Layout,-,-,16000,16000,-,-,13.0778,77.587,"['Airport', 'Food Truck', 'Indian Restaurant', 'Indian Restaurant', 'Hotel', 'Indian Restaurant', 'Dhaba', 'Bus Station']",5.0,0.0,1.0,2.0
1622,Kachamaranahalli,-,-,21000,21000,-,-,12.9122,77.7334,['Furniture / Home Store'],0.0,1.0,0.0,0.0
1623,Kadugodi Plantation,5000,5000,-,-,-,-,12.9931,77.7516,"['Pizza Place', 'Restaurant', 'Bus Station']",2.0,0.0,0.0,1.0
1624,Kalidasa Layout,10000,10000,14000,14000,-,-,12.9485,77.5516,"['Coffee Shop', 'Café', 'Indian Restaurant', 'Fast Food Restaurant', 'Fast Food Restaurant']",5.0,0.0,0.0,0.0
1625,Kanmanike,-,-,12000,12000,-,-,12.8641,77.4336,"['Cafeteria', 'North Indian Restaurant', 'Café']",3.0,0.0,0.0,0.0
1626,Karuna Nagar,-,-,-,-,"23,000 - 26,000",24500,12.8435,77.65,"['Multicuisine Indian Restaurant', 'Department Store', 'Kerala Restaurant', 'Juice Bar', 'Fast Food Restaurant', 'Fast Food Restaurant', 'Department Store', 'Pizza Place', 'Indian Restaurant', 'Fast Food Restaurant', 'Restaurant', 'Multicuisine Indian Restaurant']",10.0,2.0,0.0,0.0
1627,KEB Layout,8000,8000,21000,21000,-,-,13.0308,77.5799,"['Burger Joint', 'Indian Restaurant', 'Fast Food Restaurant', 'Bar', 'Breakfast Spot', 'Fast Food Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Café', 'Ice Cream Shop', 'Café', 'Italian Restaurant', 'Coffee Shop', 'Indian Restaurant', 'Ice Cream Shop', 'Indian Restaurant', 'Indian Restaurant', 'Ice Cream Shop', 'Smoke Shop', 'Flea Market']",19.0,2.0,0.0,0.0
1628,Kumara Park East,-,-,-,-,55000,55000,12.9913,77.5813,"['Art Gallery', 'Ice Cream Shop', 'Chinese Restaurant', 'Golf Course', 'Hotel', 'Karnataka Restaurant', 'Art Gallery', 'Nightclub', 'Café', 'Food & Drink Shop', 'Asian Restaurant', 'Hotel', 'Pub', 'Indian Restaurant', 'Juice Bar', 'Hotel Bar', 'Fast Food Restaurant', 'Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Café', 'Hotel', 'Vietnamese Restaurant', 'Indian Restaurant', 'Art Museum', 'Hotel', 'Coffee Shop', 'Chaat Place', 'Lounge', 'Café', 'Vegetarian / Vegan Restaurant', 'Ice Cream Shop', 'Arcade', 'Hotel', 'Seafood Restaurant', 'Golf Course', 'Gym', 'Hotel Pool', 'Seafood Restaurant', 'Indian Restaurant', 'Asian Restaurant', 'Fast Food Restaurant', 'Indian Restaurant', 'Restaurant', 'Lounge', 'Hotel Pool', 'Hotel']",32.0,0.0,16.0,0.0
1629,Kumbena Agrahara,-,-,-,-,21500,21500,13.0013,77.7466,['Fried Chicken Joint'],1.0,0.0,0.0,0.0
1630,Kvalasanahalli,-,-,14000,14000,-,-,13.0601,77.658,"['Dog Run', 'Business Service', 'Badminton Court', 'Indian Chinese Restaurant']",1.0,0.0,2.0,1.0
1631,Langford Gardens,22000,22000,-,-,-,-,12.9638,77.5985,"['Pub', 'Bed & Breakfast', 'Seafood Restaurant', 'Sushi Restaurant', 'Hotel', 'Gym / Fitness Center', 'Sushi Restaurant', 'Indian Restaurant', 'Arcade', 'Athletics & Sports', 'Fried Chicken Joint', 'Hockey Arena', 'Lounge', 'Gym', 'Hotel', 'Brewery', 'Vegetarian / Vegan Restaurant', 'Wine Bar', 'Chinese Restaurant', 'Motorcycle Shop', 'Café', 'Breakfast Spot', 'Japanese Restaurant', 'Cocktail Bar', 'Indian Restaurant', 'Bar', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Parsi Restaurant', 'Bar', 'Vegetarian / Vegan Restaurant', 'Ice Cream Shop', 'Pizza Place', 'Chinese Restaurant', 'Indian Restaurant', 'BBQ Joint', 'Health Food Store', 'Indian Restaurant', 'Spa', 'Hotel', 'Café', 'Juice Bar', 'Bakery', 'Motorcycle Shop', 'Pub', 'Clothing Store', 'Restaurant', 'Hotel', 'Indian Restaurant', 'Deli / Bodega', 'Indian Restaurant', 'Lounge', 'Café', 'Pub', 'Coffee Shop', 'Coffee Shop', 'Pizza Place', 'Hotel', 'Dessert Shop', 'Chinese Restaurant', 'Tea Room', 'Chinese Restaurant', 'Indian Restaurant', 'Hotel', 'Indian Restaurant', 'Juice Bar', 'Indian Restaurant', 'Coffee Shop', 'Restaurant', 'Bar', 'BBQ Joint', 'Hotel', 'Sporting Goods Shop', 'Indian Restaurant']",56.0,4.0,14.0,1.0
1632,Madagondanahalli,-,-,18800,18800,20000,20000,12.8248,77.6579,"['Café', 'Dry Cleaner', 'Food & Drink Shop']",2.0,0.0,0.0,1.0
1633,Manjunath Layout,-,-,24000,24000,-,-,12.8909,77.59100000000002,"['Lounge', 'Ice Cream Shop', 'Indian Restaurant', 'Restaurant', 'Eastern European Restaurant', 'Ice Cream Shop', 'Pizza Place', 'Chinese Restaurant', 'Indian Restaurant', 'Department Store', 'Pizza Place', 'Liquor Store', 'Breakfast Spot', 'Ice Cream Shop', 'Badminton Court', 'Department Store', 'Indian Restaurant', 'Indian Restaurant', 'Chinese Restaurant', 'Sporting Goods Shop', 'Indian Restaurant']",17.0,3.0,1.0,0.0
1634,Manjunatha Layout Munnekollal,-,-,"16,900 - 17,000",16950,-,-,12.9491,77.71300000000002,"['Ice Cream Shop', 'Indian Restaurant', 'Chinese Restaurant', 'Pizza Place', 'Shopping Mall', 'Bus Station', 'Indian Restaurant', 'BBQ Joint', 'Department Store', 'Food', 'Indian Restaurant', 'Indian Restaurant']",9.0,2.0,0.0,1.0
1635,Manorayanapalya,6000,6000,-,-,-,-,13.0302,77.6041,"['Department Store', 'Pharmacy', 'Indian Restaurant', 'Fast Food Restaurant', 'Gourmet Shop', 'Grocery Store', 'Department Store', 'Bakery']",4.0,3.0,0.0,1.0
1636,Markandhaiha Nagar,-,-,23000,23000,-,-,13.0995,77.6309,"['Hyderabadi Restaurant', 'Wine Shop', 'Bus Stop']",2.0,0.0,0.0,1.0
1637,Maruthi Extension,-,-,15000,15000,-,-,12.9982,77.5622,"['Indian Restaurant', 'Breakfast Spot', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Breakfast Spot', 'Ice Cream Shop', 'Bakery', 'Light Rail Station', 'Pharmacy']",7.0,0.0,0.0,2.0
1638,Maruthi Nagar Madivala,-,-,15000,15000,-,-,12.925,77.6128,"['Furniture / Home Store', 'Indian Restaurant', 'Halal Restaurant', 'Indie Movie Theater', 'Park', 'Ice Cream Shop', 'Bakery', 'Paper / Office Supplies Store', 'Indian Restaurant', 'Diner', 'Indian Restaurant', 'Diner', 'Pizza Place', 'Indian Restaurant', 'Indian Restaurant', 'Indian Restaurant', 'Pizza Place', 'Kerala Restaurant', 'Fast Food Restaurant', 'Food Court', 'Vegetarian / Vegan Restaurant', 'Indian Restaurant', 'Bakery', 'Department Store', 'Sandwich Place', 'Indian Restaurant', 'Fast Food Restaurant', 'Indie Movie Theater', 'Indian Sweet Shop', 'Café', 'Bakery']",25.0,3.0,3.0,0.0
1639,Munneshwara Layout,-,-,23200,23200,32200,32200,13.0374,77.7323,"['Athletics & Sports', 'Breakfast Spot']",1.0,0.0,1.0,0.0
1640,Nagarabhavi NGEF Layout,-,-,18000,18000,-,-,12.9588,77.5089,"['Indian Restaurant', 'Breakfast Spot', 'Gym', 'Café', 'Market', 'Andhra Restaurant', 'Bakery', 'South Indian Restaurant']",6.0,1.0,1.0,0.0
1641,Nagarathnamma Layout,18000,18000,-,-,25000,25000,13.0032,77.7576,"['Pizza Place', 'Sandwich Place', 'Indian Restaurant', 'Fruit & Vegetable Store', 'Plaza', 'Indian Restaurant']",5.0,0.0,1.0,0.0
1642,Nagareshwara Nagenahalli,8500,8500,-,-,32500,32500,13.0739,77.6393,"['Grocery Store', 'Indian Chinese Restaurant', 'Gym / Fitness Center', 'Flea Market', 'Supermarket']",1.0,3.0,1.0,0.0
1643,Nagavara Village,-,-,12000,12000,-,-,13.0422,77.6136,"['Coffee Shop', 'Hotel', 'Lake', 'Buffet', 'Lake', 'Café']",3.0,0.0,3.0,0.0
1644,Nanjamba Agrahara,10000,10000,-,-,-,-,12.9535,77.5598,"['Café', 'Fast Food Restaurant', 'South Indian Restaurant']",3.0,0.0,0.0,0.0
1645,NGEF layout,17000,17000,18000,18000,-,-,12.9588,77.5089,"['Indian Restaurant', 'Breakfast Spot', 'Gym', 'Café', 'Market', 'Andhra Restaurant', 'Bakery', 'South Indian Restaurant']",6.0,1.0,1.0,0.0
1646,Nimbekaipura,-,-,-,-,20000,20000,13.0581,77.7561,"['Diner', 'Athletics & Sports', 'Café']",2.0,0.0,1.0,0.0
1647,Nobo Nagar,7500,7500,-,-,-,-,12.8681,77.596,"['Ice Cream Shop', 'Gym / Fitness Center', 'ATM', 'Convenience Store', 'Farmers Market', 'Italian Restaurant', 'Department Store']",2.0,3.0,1.0,1.0
1648,Nrupathunga Nagar,7500,7500,-,-,-,-,12.883,77.5845,"['Indian Restaurant', 'Restaurant', 'Pizza Place', 'Breakfast Spot', 'Ice Cream Shop']",5.0,0.0,0.0,0.0
1649,Palanahalli,6000,6000,-,-,-,-,13.1142,77.6099,"['Farmers Market', 'Flea Market', 'Gym / Fitness Center', 'Pool', 'Restaurant', 'Restaurant', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant']",4.0,2.0,2.0,0.0
1650,Panchasheel Nagar,12000,12000,8500,8500,-,-,12.9756,77.5197,"['Breakfast Spot', 'Supermarket', 'Lighthouse', 'Park']",1.0,1.0,2.0,0.0
1651,Paradise Colony,14000,14000,17000,17000,-,-,12.8955,77.587,"['Lounge', 'Indian Restaurant', 'Gym / Fitness Center', 'Eastern European Restaurant', 'General Entertainment', 'South Indian Restaurant', 'Coffee Shop', 'Ice Cream Shop', 'Restaurant', 'Shopping Mall', 'Ice Cream Shop', 'Indian Restaurant', 'Gym', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Café', 'Department Store', 'Cosmetics Shop', 'Department Store', 'Indian Restaurant', 'Department Store']",13.0,5.0,3.0,0.0
1652,Pavamanapura,8500,8500,-,-,-,-,12.8727,77.5171,['Toy / Game Store'],0.0,1.0,0.0,0.0
1653,Peace Layout,-,-,22000,22000,-,-,13.014,77.6302,"['Steakhouse', 'Diner', 'Burger Joint', 'Chinese Restaurant', 'Kerala Restaurant', 'Indian Restaurant', 'Kerala Restaurant', 'Indian Restaurant', 'Bakery', 'Paper / Office Supplies Store', 'Convenience Store', 'Andhra Restaurant', 'Juice Bar', 'Fast Food Restaurant', 'Bakery', 'Kerala Restaurant']",14.0,2.0,0.0,0.0
1654,PF Layout,-,-,10000,10000,-,-,12.9678,77.53399999999998,"['Coffee Shop', 'Indian Restaurant', 'Pizza Place', 'Food Truck', 'Coffee Shop', 'Gym Pool', 'Miscellaneous Shop', 'Fast Food Restaurant', 'Salon / Barbershop', 'Bakery', 'Indian Restaurant', 'Platform', 'Pharmacy', 'Snack Place', 'Dessert Shop', 'Train Station', 'Chinese Restaurant', 'Pizza Place']",12.0,1.0,1.0,4.0
1655,pillanna garden,-,-,20000,20000,-,-,13.01,77.6185,"['Ice Cream Shop', 'Park', 'Café', 'Bakery', 'Hotel', 'South Indian Restaurant', 'Department Store', 'Chinese Restaurant']",5.0,1.0,2.0,0.0
1656,Prakash Layout,-,-,20000,20000,25000,25000,12.9397,77.7513,"['Indian Restaurant', 'Department Store', 'Candy Store']",2.0,1.0,0.0,0.0
1657,Prakruthi Layout,11000,11000,-,-,-,-,13.039,77.6328,"['Café', 'Road', 'Hotel', 'Coffee Shop']",2.0,0.0,2.0,0.0
1658,Punyabhoomi Layout,8000,8000,23000,23000,-,-,13.0307,77.6733,"['Park', 'Market', 'ATM', 'Kerala Restaurant']",1.0,1.0,1.0,1.0
1659,Rajiv Nagar,-,-,16000,16000,-,-,12.8853,77.6731,['Grocery Store'],0.0,1.0,0.0,0.0
1660,Ramagundana Halli,-,-,21000,21000,-,-,12.9558,77.7409,"['Indian Restaurant', 'Theater', 'American Restaurant', 'Restaurant', 'Tea Room', 'Indian Restaurant', 'Bakery', 'Hotel', 'Café', 'Asian Restaurant', 'Motorcycle Shop', 'Shopping Mall', 'Indian Restaurant', 'Spa', 'Spa']",9.0,2.0,4.0,0.0
1661,Ramaswamy palya,-,-,13000,13000,-,-,13.0087,77.6341,"['Steakhouse', 'Kerala Restaurant', 'Diner', 'Indian Restaurant', 'Indian Restaurant', 'Kerala Restaurant', 'Andhra Restaurant', 'Juice Bar', 'Burger Joint', 'Convenience Store', 'Clothing Store', 'Train Station']",9.0,2.0,0.0,1.0
1662,RK Hegde Nagar Bangalore,5000,5000,10000,10000,-,-,13.0676,77.6336,"['Asian Restaurant', 'Andhra Restaurant', 'ATM', 'Flea Market', 'Supermarket', 'Mughlai Restaurant']",3.0,2.0,0.0,1.0
1663,Sahakar Nagar Canara Bank Layout,-,-,-,-,30000,30000,13.0704,77.5772,"['Pizza Place', 'Café', 'Light Rail Station', 'Market']",2.0,1.0,0.0,1.0
1664,Sai Colony,-,-,13000,13000,-,-,13.0024,77.7545,"['Pizza Place', 'Sandwich Place', 'Hotel', 'Fruit & Vegetable Store', 'Plaza', 'Indian Restaurant']",4.0,0.0,2.0,0.0
1665,Sampangiram Nagar,12500,12500,18000,18000,-,-,12.9937,77.5747,"['Indian Restaurant', 'Juice Bar', 'Ice Cream Shop', 'Ice Cream Shop', 'Donut Shop', 'Coffee Shop', 'Karnataka Restaurant', 'Snack Place', 'Indian Restaurant', 'Donut Shop', 'Shopping Mall', 'Karnataka Restaurant', 'Restaurant', 'Chinese Restaurant', 'Indian Restaurant', 'Food & Drink Shop', 'Multiplex', 'Coffee Shop', 'Rajasthani Restaurant', 'Indian Restaurant', 'Sandwich Place', 'Dessert Shop', 'Indian Restaurant', 'Breakfast Spot', 'Clothing Store', 'Clothing Store', 'Arcade', 'Fast Food Restaurant', 'Indian Restaurant', 'Bakery', 'Bar', 'Miscellaneous Shop', 'Ice Cream Shop', 'Electronics Store', 'Vegetarian / Vegan Restaurant', 'Chaat Place', 'Pizza Place', 'Pizza Place', 'Indian Restaurant', 'Café', 'Clothing Store', 'Café', 'Food Court', 'Café', 'Jewelry Store', 'Department Store', 'Clothing Store', 'Ice Cream Shop', 'Cocktail Bar', 'American Restaurant', 'Electronics Store', 'Gym', 'Indian Restaurant', 'Fast Food Restaurant', 'Vegetarian / Vegan Restaurant', 'Italian Restaurant', 'Fast Food Restaurant']",44.0,10.0,3.0,0.0
1666,Saraipalya,10000,10000,-,-,-,-,13.0518,77.6275,"['Indian Restaurant', 'Café', 'Fast Food Restaurant', 'Multiplex', 'Café', 'Sandwich Place', 'Indian Sweet Shop', 'Mexican Restaurant', 'Fast Food Restaurant', 'Restaurant', 'Pharmacy', 'Lounge', 'Boutique', 'Food Court', 'Park']",11.0,1.0,2.0,1.0
1667,Sarvabhouma Nagar,-,-,14000,14000,-,-,12.9139,77.5516,"['Bakery', 'Pizza Place', 'Snack Place', 'Indian Restaurant', 'Café', 'Department Store', 'Park', 'Fast Food Restaurant', 'Indian Restaurant']",7.0,1.0,1.0,0.0
1668,Sathya Sai Layout,15000,15000,-,-,-,-,12.9733,77.7524,"['Gym / Fitness Center', 'Eastern European Restaurant', 'Bakery', 'Hotel', 'Indian Restaurant', 'Hotel', 'Ice Cream Shop', 'Chinese Restaurant', 'Hotel Bar', 'Chinese Restaurant', 'Chaat Place', 'Eastern European Restaurant', 'Gym / Fitness Center', 'Diner', 'Hotel']",10.0,0.0,5.0,0.0
1669,SBM Colony,-,-,11000,11000,-,-,13.0363,77.5559,"['Italian Restaurant', 'Park', 'Hotel', 'Diner', 'Café', 'Gym', 'Burger Joint', 'Asian Restaurant', 'Dessert Shop', 'Hotel Bar', 'Restaurant', 'Spa']",8.0,0.0,4.0,0.0
1670,Sector 4,9500,9500,31000,31000,-,-,12.962,77.6923,"['Road', 'Mobile Phone Shop', 'Multiplex', 'Indian Restaurant']",1.0,1.0,2.0,0.0
1671,Shakthi Ganapathi Nagar,11000,11000,12000,12000,-,-,12.9923,77.5372,"['Fast Food Restaurant', 'Ice Cream Shop', 'Gym', 'Liquor Store', 'Café', 'Ice Cream Shop', 'Pizza Place', 'Indian Restaurant', 'Ice Cream Shop', 'Gym / Fitness Center', 'Sporting Goods Shop', 'Fast Food Restaurant', 'Pizza Place', 'Bakery', 'Department Store', 'Fast Food Restaurant', 'Gastropub', 'Food Truck', 'Indian Restaurant', 'Café', 'Karnataka Restaurant', 'Café', 'Burger Joint', 'Snack Place']",20.0,2.0,2.0,0.0
1672,Shanthi Nagar,12000,12000,-,-,-,-,12.8486,77.6837,"['Basketball Court', 'Indian Restaurant', 'Coworking Space', 'Vegetarian / Vegan Restaurant', 'Café', 'Indian Restaurant']",4.0,0.0,1.0,1.0
1673,Siddaramana Dinne,12000,12000,-,-,-,-,12.9866,77.5576,"['Bakery', 'Indian Restaurant', 'Hotel', 'Café', 'Mobile Phone Shop', 'Indian Restaurant', 'Snack Place', 'Indian Restaurant', 'Breakfast Spot', 'Pharmacy', 'Arts & Crafts Store']",7.0,2.0,1.0,1.0
1674,Singasandra AECS Layout A Block,12000,12000,16000,16000,-,-,12.880999999999998,77.6522,"['Bar', 'Motorcycle Shop', 'Lake', 'Motel']",1.0,1.0,1.0,1.0
1675,Sri Ananth Nagar,-,-,14800,14800,20000,20000,12.8343,77.6958,"['Athletics & Sports', 'Multicuisine Indian Restaurant', 'Chaat Place', 'Wings Joint', 'Market', 'Department Store', 'Gym Pool', 'Home Service']",2.0,2.0,3.0,1.0
1676,ST Bed Bangalore,10000,10000,-,-,-,-,12.9317,77.6357,"['Ice Cream Shop', 'Indian Restaurant', 'Burger Joint', 'Café', 'Mobile Phone Shop', 'BBQ Joint', 'Snack Place', 'Bakery', 'Bar', 'Coffee Shop', 'Italian Restaurant', 'Ice Cream Shop', 'Brewery', 'Grocery Store', 'Italian Restaurant', 'Indian Restaurant', 'Juice Bar', 'Gastropub', 'Indian Restaurant', 'Indian Restaurant', 'Beer Garden', 'Bar', 'Hotel Bar', 'Café', 'Department Store', 'Indian Restaurant', 'Chinese Restaurant', 'Café', 'Breakfast Spot', 'Fast Food Restaurant', 'Indian Restaurant', 'Café', 'Department Store', 'Indian Restaurant', 'Vegetarian / Vegan Restaurant', 'Café', 'Indian Restaurant', 'Dessert Shop', 'Pizza Place', 'North Indian Restaurant', 'Indian Restaurant', 'Hyderabadi Restaurant', 'Bakery', 'Café', 'Pharmacy', 'Clothing Store', 'Department Store', 'Hotel', 'Music Venue', 'Gastropub']",41.0,6.0,2.0,1.0
1677,Sunshine Layout,-,-,18000,18000,22000,22000,13.0244,77.69800000000002,"['Convenience Store', 'Convenience Store', 'ATM', 'Indian Restaurant']",1.0,2.0,0.0,1.0
1678,T C palya,-,-,16000,16000,-,-,13.0191,77.7037,"['Indian Restaurant', 'Pizza Place', 'Café', 'Indian Restaurant', 'Hotel', 'Bakery']",5.0,0.0,1.0,0.0
1679,Tala Cauvery Layout,-,-,17000,17000,-,-,12.9674,77.6797,"['Indian Restaurant', 'Indian Restaurant', 'Department Store', 'Indian Restaurant', 'Indian Restaurant', 'Diner']",5.0,1.0,0.0,0.0
1680,Thathaguni,-,-,6000,6000,-,-,12.8432,77.5118,"['Spiritual Center', 'Restaurant', 'Vegetarian / Vegan Restaurant']",2.0,0.0,1.0,0.0
1681,Tigalarapalya,-,-,42000,42000,-,-,13.0168,77.4802,[],0.0,0.0,0.0,0.0
1682,UAS Layout,-,-,"18,500 - 20,000",19250,-,-,13.0416,77.5773,"['Snack Place', 'Park', 'Burrito Place', 'Department Store', 'South Indian Restaurant', 'Department Store', 'Convenience Store', 'Department Store']",3.0,4.0,1.0,0.0
